Rockers,,Jamaica,1978
Screaming Man&CM^ A,,France,2010
Beat Girl,,United Kingdom,1960
Throw Down,,Hong Kong,2004
Le navire Night,,France,1979
Three Pickup Men for Herrick,,United States,1957
Season in France&CM^ A,,France,2017
Pawnshop&CM^ The,,United States,1916
Gold Diggers&CM^ The,,United Kingdom,1983
Being There,,United States,1979
24 City,,China,2008
Suddenly&CM^ Honolulu,,United States,2015
Night and the City,,United States,1950
Way West&CM^ The,,United States,1967
Razor’s Edge&CM^ The,,United States,1946
Burn!,,Italy,1969
Dishonored,,United States,1931
El Condor,,United States,1970
Long Goodbye&CM^ The,,United States,1973
Moments Without Proper Names,,United States,1987
Compensation,,United States,1999
Jennifer’s Body,,United States,2009
Upsetter: The Life and Music of Lee Scratch Perry&CM^ The,,United States,2008
Strawberry Fields,,United States,1997
Zebrahead,,United States,1992
We Demand,,United States,2016
String of Pearls&CM^ A,,United States,2002
Through the Night,,United States,2020
János vitéz,,Hungary,1973
Always Shine,,United States,2016
Chaplin’s Goliath,,United Kingdom,1996
Clash By Night,,United States,1952
Homo Sapiens,,Switzerland,2016
Delicatessen,,France,1991
Carmen Jones,,United States,1954
LA FLOR: Part II,,Argentina,2018
Me broni ba,,Ghana,2009
Princesse Tam-Tam,,France,1935
Ghost Dog: The Way of the Samurai,,United States,1999
BPM,,France,Beat
Scarface,,United States,1932
Wild Combination: A Portrait of Arthur Russell,,United States,2008
Blonde Venus,,United States,1932
Landscape Suicide,,United States,1987
Kill the Day,,United Kingdom,1996
Glorious,,Canada,2008
Watermelon Man,,United States,1970
Crossfire,,United States,1947
Tom Thumb,,France,2001
Lives of Others&CM^ The,,Germany,2006
Coming Out Under Fire,,United States,1994
Short Eyes,,United States,1977
CAT IN PARIS: French Version&CM^ A,,France,2010
Saratoga,,United States,1937
Swallow,,United States,1995
Sister,,France,2012
Nomadics&CM^ The,,United States,1991
Holiday,,United States,1930
National Velvet,,United States,1944
Awaara,,India,1951
Treasure of the Sierra Madre&CM^ The,,United States,1948
Balikbayan,,United States; Philippines,2004
Hella Trees,,United Kingdom,2020
Bell&CM^ Book and Candle,,United States,1958
Tower,,United States,2016
Two Sons and a River of Blood,,Mexico,2021
Rope,,United States,1948
We the Ragamuffin,,United Kingdom,1992
In Cold Blood,,United States,1967
Grandma’s House,,Canada,2018
Night at the Opera&CM^ A,,United States,1935
Sunset Boulevard,,United States,1950
Rocks in My Pockets,,United States,2014
Picture of Dorian Gray&CM^ The,,United States,1945
Black Rodeo,,United States,1972
Señorita,,Philippines,2011
Pub&CM^ The,,United Kingdom,2012
Professional&CM^ The,,France,1981
Man Without a Past&CM^ The,,Finland,2002
Body Beautiful&CM^ The,,United Kingdom,1991
Truck Turner,,United States,1974
Last Days of Disco&CM^ The,,United States,1998
In the Cut,,United States; United Kingdom,2003
Big Gundown&CM^ The,,Italy; Spain,1966
Eye of the Devil,,United Kingdom,1966
Arabian Nights,,Italy,1974
DR. DOLITTLE: LION’S DEN: German Version,,Germany,1923
Strange Love of Martha Ivers&CM^ The,,United States,1946
Hasaki Ya Suda,,France,2011
Alan & Naomi,,United States,1992
Scarred Hearts,,Romania,2016
Garment Jungle&CM^ The,,United States,1957
LES VAMPIRES: Episode 3,,France,1915
Band Wagon&CM^ The,,United States,1953
Lonely Are the Brave,,United States,1962
Earth,,Austria,2019
Vertigo,,United States,1958
Sun Valley Serenade,,United States,1941
Running on Empty,,United States,1988
Kitty,,United States,1945
Drums Along the Mohawk,,United States,1939
Cluny Brown,,United States,1946
Tall Time Tales,,United States,1992
Daughters of Darkness,,Belgium,1971
Joan of Arc,,France,2019
El Train,,United States,2012
Bittersweet Survival,,United States,1982
Robinson Crusoe,,France,1903
Polygraph,,Israel,2020
Mother of the River,,United States,1995
How to Eat Your Watermelon in White Company,,United States,and 
Top Spin,,United States,2014
Swimmer&CM^ The,,United States,1968
Grand Bizarre&CM^ The,,United States,2018
Suspense,,United States,1913
Goin’ to Town,,United States,1935
Force of Evil,,United States,1948
Moonstruck,,United States,1987
Blessed Land,,Vietnam,2019
Girlfriends,,United States,1978
Reluctantly Queer,,Ghana,2016
Moon and the Night&CM^ The,,United States,2018
Smoke,,United States,1995
About Tap,,United States,1985
Mask Task&CM^ The,,United States,2018
Diary of an African Nun,,United States,1977
Pleasure of Love&CM^ The,,France,1991
Black Caesar,,United States,1973
Notfilm,,United States,2015
Buchanan Rides Alone,,United States,1958
Monday’s Girls,,United Kingdom,1993
Easter in Sicily,,Italy,1954
Mad Love,,United States,1935
Blot&CM^ The,,United States,1921
Office Killer,,United States,1997
Brotherhood&CM^ The,,United States,1968
Rocket&CM^ The,,Australia; Lao,2013
Indecent Desires,,United States,1968
Practice,,China,2017
Exit of the Trains&CM^ The,,Romania,2020
Gambler&CM^ The,,United States,1974
Migration,,United States,2008
Jazz on a Summer’s Day,,United States,1959
Out of the Fog,,United States,1941
Cockaboody,,United States,1973
Frenzy,,United Kingdom,1972
Cure&CM^ The,,United States,1917
Bride of Frankenstein,,United States,1935
Silent Partner&CM^ The,,Canada,1978
LES VAMPIRES: Episode 2,,France,1915
Fate of Lee Khan&CM^ The,,Taiwan; Hong Kong,1973
Dustin,,France,2020
Never Let Go,,United Kingdom,1960
Bad Influence,,United States,1990
Les abysses,,France,1963
Meet John Doe,,United States,1941
Shaft,,United States,1971
Park Lanes,,United States,2015
Captain Conan,,France,1996
Towards Mathilde,,France,2005
Stand Up,,United Kingdom,2008
Jane Eyre,,United Kingdom,1997
We Will Always Be Here,,United States,2013
Melons,,United States,At a
No Fear&CM^ No Die,,France; West Germany,1990
Blind Alley,,United States,1939
La revue des revues,,France,1927
Original Gangstas,,United States,1996
Pillar of Fire&CM^ The,,France,1899
Thing&CM^ The,,United States,1982
Buffalo Soldiers,,United States,1997
Tall Target&CM^ The,,United States,1951
Black Panthers: Vanguard of the Revolution&CM^ The,,United States,2015
Bank Dick&CM^ The,,United States,1940
Let There Be Light,,United States,1946
LES VAMPIRES: Episode 8,,France,1915
Ladies’ Man,,United States,1931
Last Detail&CM^ The,,United States,1973
When you’re lost in the rain,,United States,2018
Urbanissimo,,United States,1966
Life of Her Own&CM^ A,,United States,1950
Magnificent Obsession,,United States,1954
While the City Sleeps,,United States,1956
I Dream You Dream of Me,,United States,2018
Scanner Darkly&CM^ A,,United States,2006
When You Sleep,,Canada,2012
Milk of Sorrow&CM^ The,,Spain; Peru,2009
Citizen Ruth,,United States,1996
Body Double,,United States,1984
Macao,,United States,1952
President’s Analyst&CM^ The,,United States,1967
Devil’s Disciple&CM^ The,,United States; United Kingdom,1959
Little Princess&CM^ The,,United States,1939
Inside,,France,2007
Red-Headed Woman,,United States,1932
Vision Portraits,,Canada; Germany; United States,2019
This Is Not a Burial&CM^ It’s a Resurrection,,Lesotho; South Africa,2019
Last Year at Marienbad,,France,1961
History and Memory: For Akiko and Takashige,,United States,1991
Grigris,,Chad,2013
Floorwalker&CM^ The,,United States,1916
Now&CM^ Voyager,,United States,1942
Moonrise,,United States,1948
At the Circus,,United States,1939
Bullfight,,United States,1955
Like a Mighty Wave,,United States,2019
Death in Venice,,Italy,1971
Second Mother&CM^ The,,Brazil,2015
Álvaro,,United States,2015
Charade,,United States,1963
Mrs. Parker and the Vicious Circle,,United States,1994
Let Him Have It,,United Kingdom,1991
Human Factor&CM^ The,,United Kingdom; Italy,1975
Munyurangabo,,Rwanda,2007
Trouble Man,,United States,1972
Finding Christa,,United States,1991
Point Blank,,United States,1967
Dislocation Blues,,United States,2017
Mr. Blandings Builds His Dream House,,United States,1948
Fancy&CM^ The,,United States,2000
Pirated!,,United States,2000
No Data Plan,,United States,2019
Innocents&CM^ The,,United States,1961
Paragraph 175,,United States; United Kingdom,2000
Entertainment,,United States,2015
Tom of Finland,,Finland,2017
Please Speak Continuously and Describe Your Experiences as They Come to You,,Canada,2010
White Out&CM^ Black In,,Brazil,2014
In a Better World,,Denmark,2010
Skyscraper,,United States,1960
Class&CM^ The,,France,2008
Resurrection,,United States,1980
Dance&CM^ Girl&CM^ Dance,,United States,1940
Man Who Knew Too Much&CM^ The,,United States,1956
Ceremonial,,Canada,2018
Hannah Arendt,,Germany,2012
Flying Saucey!,,United States,2006
Quiet American&CM^ The,,United States,1958
Story of a Three Day Pass&CM^ The,,United States,1967
Bright Road,,United States,1953
Karaoke Girl,,Thailand,2013
Big Chill&CM^ The,,United States,1983
Islands of Fire,,Italy,1954
Film,,United States,1965
Sea in the Blood,,Canada,2000
On the Waterfront,,United States,1954
He Who Gets Slapped,,United States,1924
Raisin in the Sun&CM^ A,,United States,1961
Freak Orlando,,West Germany,1981
Rhythm Thief,,United States,1994
Stray,,Canada,2013
Dinner at Eight,,United States,1933
Byun&CM^ objet trouvé,,United States,2012
Lion’s Den,,Argentina,2008
Kitty Foyle,,United States,1940
Occasionally&CM^ I Saw Glimpses of Hawai‘i,,United States,2016
Calamity,,Czechoslovakia,1982
Palm Beach Story&CM^ The,,United States,1942
Mass of Images,,United States,1978
Arsenic and Old Lace,,United States,1944
Queen of Diamonds,,United States,1991
Chaudhvin ka chand,,India,1960
Love Meetings,,Italy,1964
Family Fundamentals,,United States,2002
Little Fugitive,,United States,1953
Kelly Loves Tony,,United States,1998
I Am Afraid to Forget Your Face,,Egypt; France,2020
Crimson Gold,,Iran,2003
Pumpkin Eater&CM^ The,,United Kingdom,1964
Beau travail,,France,1999
Dissolution,,Israel,2010
Waltz with Bashir,,Israel,2008
London Story&CM^ The,,United States,2008
Picnic,,United States,1949
Aya of Yop City,,France,2013
Butter on the Latch,,United States,2013
Pier Kids,,United States,2019
Where Danger Lives,,United States,1950
Hedwig and the Angry Inch,,United States,2001
Bingo Long Traveling All-Stars & Motor Kings&CM^ The,,United States,1976
Counterfeiters&CM^ The,,Austria; Germany,2007
That Touch of Mink,,United States,1962
Rink&CM^ The,,United States,1916
Grand Illusion,,France,1937
Adventurer&CM^ The,,United States,1917
Dumb Girl of Portici&CM^ The,,United States,1916
After Life,,Japan,1998
Dolemite,,United States,1975
Life and Nothing But,,United States,1989
Pierrot le fou,,France,1965
House Is Black&CM^ The,,Iran,1963
Mary Last Seen,,United States,2010
Beyond the Visible – Hilma af Klint,,Germany,2019
Wombling Free,,United Kingdom,1977
Vikings&CM^ The,,United States,1958
Man with the Gun,,United States,1955
Erie,,United States,2010
Peter Ibbetson,,United States,1935
Birth of the Tramp&CM^ The,,France; United Kingdom,2013
Personal Velocity,,United States,2002
Small Deaths,,United Kingdom,1995
Cat in Paris&CM^ A,,France,2010
Song of Freedom,,United Kingdom,1936
Eat My Makeup!,,United States,2005
Fun with Dick and Jane,,United States,1977
Me the Terrible,,United States,2012
Invisible Man&CM^ The,,United States,1933
Edward II,,United Kingdom; Japan,1991
Fire Ted Cruz,,United States,2018
Smiling Madame Beudet&CM^ The,,France,1923
Chocolate Babies,,United States,1996
Passion Fish,,United States,1992
MASH,,United States,1970
Boat People,,Hong Kong,1982
Where Are We? Our Trip Through America,,United States,1992
California Suite,,United States,1978
Cavite,,Philippines,2005
Royal Scandal&CM^ A,,United States,1945
Ladykillers&CM^ The,,United Kingdom,1955
Zombies,,Belgium; The Democratic Republic of the Congo,2019
Spartacus,,United States,1960
Sorry We Missed You,,United Kingdom,2019
Seven Men from Now,,United States,1956
Where the Sidewalk Ends,,United States,1950
Men Without Women,,United States,1930
Accidence,,Canada,2018
Native Sun,,United States,2011
Kwaku Ananse,,Ghana,2013
Born to Win,,United States,1971
Mr. & Mrs. Smith,,United States,1941
Strange Victory,,United States,1948
Panic in the Streets,,United States,1950
Margaret,,United States,2011
Separation&CM^ A,,Iran,2011
Cat o’ Nine Tails&CM^ The,,Italy,1971
Newsfront,,Australia,1978
Body Heat,,United States,1981
Twentieth Century,,United States,1934
Raining in the Mountain,,Taiwan; Hong Kong,1979
Barber Shop&CM^ The,,United States,1933
5 Card Stud,,United States,1968
Down Argentine Way,,United States,1940
Don’t Go Tellin’ Your Momma,,United States,2021
How Can It Be?,,France,2008
Quadrophenia,,United Kingdom,1979
Pilgrimage,,United States,1933
There Was a Crooked Man . . .,,United States,1970
One Hour with You,,United States,1932
Willie Dynamite,,United States,1974
Letter to Three Wives&CM^ A,,United States,1949
Cameraman&CM^ The,,United States,1928
Three Faces of Eve&CM^ The,,United States,1957
Reggae Session&CM^ A,,United States,1988
Happy Hour,,Japan,2015
On the Edge,,United States,1949
Jinn,,United States,2018
World of Gilbert & George&CM^ The,,United Kingdom,1981
Woman&CM^ A Part&CM^ A,,United States,2017
India Cabaret,,India,1985
Last Tycoon&CM^ The,,United States,1976
Sweet Sweetback’s Baadasssss Song,,United States,1971
African Queen&CM^ The,,United States,1951
Betye Saar: Taking Care of Business,,United States,2020
Mission&CM^ The,,United Kingdom; France,1986
Life of Emile Zola&CM^ The,,United States,1937
Wonders&CM^ The,,Italy; Germany,2014
Uninvited&CM^ The,,United States,1944
Infernal Cauldron&CM^ The,,France,1903
It’s Him,,Canada,2017
Naal,,India,2018
Coonskin,,United States,1974
All About Eve,,United States,1950
Family Album&CM^ The,,United States,1988
Mulholland Dr.,,United States,2001
Ninotchka,,United States,1939
Wish You Were Here,,United Kingdom,1987
Oil City Confidential,,United Kingdom,2009
G.F.C.,,United States,2012
Young Man with a Horn,,United States,1950
KKK Boutique Ain’t Just Rednecks&CM^ The,,United States,1994
Suddenly&CM^ Last Summer,,United States; United Kingdom,1959
Touch Retouched&CM^ The,,United States,2002
Dina,,United States,2017
From Hell,,United States,2001
Till the End of Time,,United States,1946
Cast a Dark Shadow,,United Kingdom,1955
Ontological Cowboy&CM^ The,,United States,2005
Brussels Film Loops/Gestures/World Kitchen,,United States,1957
Golden Parable,,Italy,1954
Tell Them We Are Rising,,United States,2017
Riot in Cell Block 11,,United States,1954
Belle of the Nineties,,United States,1934
Phantom of the Monastery&CM^ The,,Mexico,1934
Loft&CM^ A,,United States,2010
Black Belt Jones,,United States,1974
Sunday in the Country&CM^ A,,France,1984
Mr. Hobbs Takes a Vacation,,United States,1962
Hell’s Heroes,,United States,1929
How Can I Ever Be Late,,United States,2017
After Migration: Calabria,,Italy,2020
Dr. Dolittle: A Trip to Africa,,Germany,1923
Last Seduction&CM^ The,,United States,1994
Like,,United States,2016
Margin,,Brazil; Peru,2007
Last Command&CM^ The,,United States,1955
Trick Baby,,United States,1972
4 Quarters,,Canada,2015
Soul Power,,United States,2009
Nayakan,,India,1987
Return of Ringo&CM^ The,,Italy,1965
Mنdchen in Uniform,,Germany,1931
Third Man&CM^ The,,United Kingdom,1949
Midnight,,United States,1939
Ox-Bow Incident&CM^ The,,United States,1942
Green Fog&CM^ The,,United States,2017
Come Back to the 5 & Dime Jimmy Dean&CM^ Jimmy Dean,,United States,1982
Long Way North,,France; Denmark,2015
Go West,,United States,1940
Roger & Me,,United States,1989
My Golden Days,,France,2015
Judge Priest,,United States,1934
Plague Dogs&CM^ The,,United Kingdom; United States,1982
Abouna,,France,2002
Lost Horizon,,United States,1937
Merry Frolics of Satan&CM^ The,,France,1906
Eat a Bowl of Tea,,United States,1989
Wolf’s Hole,,Czechoslovakia,1987
Norman Norman,,Canada,2018
Chan Is Missing,,United States,1982
Adventures of Prince Achmed&CM^ The,,Germany,1926
Tune&CM^ The,,United States,1992
Hawks and the Sparrows&CM^ The,,Italy,1966
Edward&CM^ My Son,,United States; United Kingdom,1949
Hollywood Chinese,,United States,2007
Freud,,United States,1962
Dracula: Pages from a Virgin’s Diary,,Canada,2002
Debut&CM^ The,,Netherlands,1977
Saving Face,,United States,2004
Bridges-Go-Round 2,,United States,1958
Cape Fear,,United States,1962
Bombshell,,United States,1933
Story of the Dancing Frog&CM^ The,,United States,1989
Hand&CM^ The,,Hong Kong,2004
Da yie,,Ghana,2019
Supa Modo,,Germany; Kenya,2018
Please Vote for Me,,United States,2007
Yesterday&CM^ Today and Tomorrow,,Italy; France,1963
Cycles,,United States,1989
Knock on Any Door,,United States,1949
Klondike Annie,,United States,1936
Falling Leaves,,United States,1912
Big Fish & Begonia,,China,2016
BIG FISH & BEGONIA: Mandarin Version,,China,2016
Story of Louis Pasteur&CM^ The,,United States,1936
Man Who Would Be King&CM^ The,,United States; United Kingdom,1975
Ghost and Mrs. Muir&CM^ The,,United States,1947
Electrocute Your Stars,,United States,2004
LA FLOR: Part III,,Argentina,2018
Farewell&CM^ My Lovely,,United States,1975
Grass: A Nation’s Battle for Life,,United States,1925
Planet of the Apes,,United States,1968
I’ll Remember You as You Were&CM^ Not as What You’ll Become,,United States,2016
Papageno,,Germany,1935
Walk on the Wild Side,,United States,1962
Ikwé,,Canada,2009
I Am Somebody,,United States,1970
Fall of the House of Usher&CM^ The,,United States,1942
Summer of the Serpent,,United States,2004
What Is a Woman?,,Norway,2020
Ice,,United States,1970
Black Bus Stop,,United States,2019
Gospel According to St. Matthew&CM^ The,,Italy; France,1964
Abel’s Island,,United States; Switzerland,1988
Illusions,,United States,1982
Enemy Below&CM^ The,,United States,1957
Across the Pacific,,United States,1942
Lawless&CM^ The,,United States,1950
Christmas Dream&CM^ A,,Czechoslovakia,1945
Safe,,United States,1995
Anti-Objects&CM^ or Space Without Path or Boundary,,United States,2017
Moulin Rouge,,United States,1952
Shuvit,,United States,2017
Angel Levine&CM^ The,,United States,1970
Nightmare Alley,,United States,1947
Nude on the Moon,,United States,1961
Anatomy of a Murder,,United States,1959
Poison,,United States,1991
Face In the Crowd&CM^ A,,United States,1957
And Nothing Happened,,United States,2016
Company Line,,United States,2009
Fainting Spells,,United States,2018
Bird&CM^ Bath and Beyond,,United States,2003
Say Amen&CM^ Somebody,,United States,1982
End of the Affair&CM^ The,,United States; United Kingdom,1955
Oxhide II,,China,2009
Bigger Splash&CM^ A,,United Kingdom,1973
King of the Hill,,United States,1993
Heaven Can Wait,,United States,1943
Written on the Wind,,United States,1956
Yentl,,United States,1983
Machine Gun McCain,,Italy,1969
Commandos Strike at Dawn,,United States,1942
Tess,,France; United Kingdom,1979
Different Image&CM^ A,,United States,1982
Big Store&CM^ The,,United States,1941
Million Dollar Legs,,United States,1932
Four Journeys into Mystic Time: Mysterium,,United States,1978
Shoes,,United States,1916
White Elephant,,Argentina,2012
When Women Kill,,United States,1983
Dark Past&CM^ The,,United States,1948
You and I and You,,United States,2015
Colma: The Musical,,United States,2006
Born Yesterday,,United States,1950
Alchemist Cookbook&CM^ The,,United States,2016
Heads I Win/Tails You Lose,,United States,1991
Eggs,,United States,1970
Chop Shop,,United States,2007
3 Bad Men,,United States,1926
Minnie and Moskowitz,,United States,1971
It Should Happen to You,,United States,1954
DRACULA: Spanish-Language Version,,United States,1931
Rosa Luxemburg,,West Germany,1986
Five Star Final,,United States,1931
These Three,,United States,1936
Devdas,,India,1955
Johnny Guitar,,United States,1954
Radiance,,Japan; France,2017
Thomasine and Bushrod,,United States,1974
Flying Coffer&CM^ The,,Germany,1922
Hangover Square,,United States,1945
Family Plot,,United States,1976
Ajube Kete,,Ghana,2005
Bustin’ Loose,,United States,1981
Going Home,,United States,2006
Railway Children&CM^ The,,United Kingdom,1970
Pumpkin Movie,,Canada,2017
Gas Food Lodging,,United States,1992
Louder Than Bombs,,Norway,2015
Picture Bride,,Japan; United States,1995
Leadbelly,,United States,1976
Division Avenue,,United States,2015
Henry: Portrait of a Serial Killer,,United States,1986
Heart Is a Lonely Hunter&CM^ The,,United States,1968
Pharmacist&CM^ The,,United States,1933
Incoherence,,South Korea,1994
Sweet Smell of Success,,United States,1957
Valachi Papers&CM^ The,,Italy; France,1972
American Movie,,United States,1999
Faust,,Czech Republic,1994
Black Jack,,United Kingdom,1979
Time and Judgement,,United Kingdom; Barbados,1988
Fire Will Come,,Spain,2019
Lusty Men&CM^ The,,United States,1952
For Maria,,United States,2019
Sullivan’s Travels,,United States,1941
Blue Velvet,,United States,1986
Magic Horse&CM^ The,,United Kingdom,1953
Scarlet Empress&CM^ The,,United States,1934
David and Lisa,,United States,1962
CHRIST STOPPED AT EBOLI: Episode 4,,Italy,1979
Heidi,,United States,1937
Making an American Citizen,,United States,1912
Milky Way&CM^ The,,France,1969
O Fantasma,,Portugal,2000
Peasant Women of Ryazan&CM^ The,,Soviet Union,1927
THE MIDDLEMAN: Episode 2,,France,2019
Ryan’s Daughter,,United Kingdom; Ireland,1970
Girl Is Presence,,United States,2020
Monkey in Winter&CM^ A,,France,1962
Bontoc Eulogy,,United States; Philippines,1995
She Done Him Wrong,,United States,1933
Terror in a Texas Town,,United States,1958
LES VAMPIRES: Episode 9,,France,1915
Don’t Play Us Cheap,,United States,1972
Robe&CM^ The,,United States,1953
THE MIDDLEMAN: Episode 1,,France,2019
Blue Angel&CM^ The,,Germany,1930
Stormy Weather,,United States,1943
Contempt,,France,1963
Apartment&CM^ The,,United States,1960
Dead&CM^ The,,United Kingdom; Ireland,1987
King Rat,,United States,1965
New England Document&CM^ A,,United States; United Kingdom,2020
Track of the Cat,,United States,1954
Suddenly&CM^ Honolulu,,United States,2016
Double Play: James Benning and Richard Linklater,,United States,2013
Acid Rain,,Poland,2019
Down on the Sidewalk in Waikīkī,,United States,2019
Beat Street,,United States,1984
Thief,,United States,1981
Incredible Shrinking Man&CM^ The,,United States,1957
LES VAMPIRES: Episode 10,,France,1915
My Dad Is 100 Years Old,,Canada,2005
Down a Dark Stairwell,,United States,2020
Garden&CM^ The,,United Kingdom,1990
What Sex Am I?,,United States,1985
Youssou N’Dour: I Bring What I Love,,Senegal,2008
Variety Lights,,Italy,1950
They Drive by Night,,United States,1940
Day for Night,,France,1973
Secret of the Marquise&CM^ The,,Germany,1922
Father Goose,,United States,1964
Heartland&CM^ The,,United States,2021
Jean-Michel Basquiat: The Radiant Child,,United States,2010
Last Night at the Alamo,,United States,1983
Erl King&CM^ The,,France,1931
Tribute to Malcolm X&CM^ A,,United States,1967
Wolf,,United States,1994
Life and Times of Judge Roy Bean&CM^ The,,United States,1972
Sign o’ the Times,,United States,1987
Red Pony&CM^ The,,United States,1949
Klute,,United States,1971
Nenette and Boni,,France,1996
Moontide,,United States,1942
And I Will Rise If Only to Hold You Down,,United States,2012
Fruit of Paradise,,Czechoslovakia,1970
After the Curfew,,Indonesia,1954
Gotta Make This Journey: Sweet Honey in the Rock,,United States,1983
Duel at Diablo,,United States,1966
Day the Mercedes Became a Hat&CM^ The,,South Africa,1993
Freedom Fields,,Libya; United Kingdom,2018
Wanted 18&CM^ The,,Canada; Palestine,2014
Reversal of Fortune,,United States,1990
Prince of Tides&CM^ The,,United States,1991
Last Unicorn&CM^ The,,United States,1982
Cet Air La,,United States,2010
Glenville,,United States,2020
Rachel and the Stranger,,United States,1948
Suture,,United States,1993
Village of the Damned,,United Kingdom,1960
Coffee Colored Children,,United Kingdom,1988
Jason and Shirley,,United States,2015
Floyd Norman: An Animated Life,,United States,2016
No. 7 Cherry Lane,,Hong Kong,2019
Swimming in Your Skin Again,,United States,2015
Men&CM^ The,,United States,1950
One Day Before the Rainy Season,,India,1971
An Affair to Remember,,United States,1957
Chez Jolie Coiffure,,Belgium; Cameroon,2018
Intervista,,Italy,1987
Set-Up&CM^ The,,United States,1949
Canterbury Tales&CM^ The,,Italy,1972
Monkey Business,,United States,1931
Exiles&CM^ The,,United States,1961
Black Soil&CM^ Green Grass,,United States,2016
Lost Son&CM^ The,,United Kingdom,1974
Sewing Woman,,United States,1982
Magnificent Obsession,,United States,1935
Taking of Pelham One Two Three&CM^ The,,United States,1974
Kagemusha,,Japan,1980
Plastic Bag,,United States,2009
Visitors&CM^ The,,United States,1972
Duvidha,,India,1973
Pink Flamingos,,United States,1972
Daddy and the Muscle Academy,,Finland,1992
LES VAMPIRES: Episode 6,,France,1915
Rabbi’s Cat&CM^ The,,France,2011
Photograph&CM^ The,,France; Greece,1986
Return of the Soldier&CM^ The,,United Kingdom,1982
Maya at 24,,United States,2021
King and the Mockingbird&CM^ The,,France,1980
Nun&CM^ The,,France,1966
Raggedy Man,,United States,1981
International House,,United States,1933
Four Sons,,United States,1928
Indiscreet,,United Kingdom,1958
In-Laws&CM^ The,,United States,1979
Asphalt Jungle&CM^ The,,United States,1950
Wild River,,United States,1960
White Echo,,United States,2019
Marrying Kind&CM^ The,,United States,1952
Pinky,,United States,1949
Mauna Kea: Temple Under Siege,,United States,2005
Swimmer,,United Kingdom,2012
5 Fingers,,United States,1952
Booksellers&CM^ The,,United States,2019
Las Vegas Story&CM^ The,,United States,1952
To Sleep with Anger,,United States,1990
Private Property,,United States,1960
Tatsumi,,Singapore,2011
Baaz,,India,1953
Consuming Spirits,,United States,2012
Bridges-Go-Round 1,,United States,1958
Pressure,,United Kingdom,1976
Betrayal&CM^ The,,United States,2008
Gentleman’s Agreement,,United States,1947
Shree 420,,India,1955
Manhunter,,United States,1986
Dark City,,United States,1950
Family Submerged&CM^ A,,Argentina,2018
Cocoanuts&CM^ The,,United States,1929
Shane,,United States,1953
Hands Across the Table,,United States,1935
LES VAMPIRES: Episode 7,,France,1915
Sujata,,India,1960
AIDS Show&CM^ The,,United States,1986
Postman Always Rings Twice&CM^ The,,United States,1946
Desperate Hours&CM^ The,,United States,1955
West Side Story,,United States,1961
Very Curious Girl&CM^ A,,France,1969
Me and Orson Welles,,United States,2009
Rock ’n’ Roll High School,,United States,1979
Stranger by the Lake,,France,2013
When Tomorrow Comes,,United States,1939
Servant&CM^ The,,United Kingdom,1963
Woman&CM^ a Gun and a Noodle Shop&CM^ A,,China; Hong Kong,2009
Blacks Britannica,,United States,1978
Marguerite as She Was,,France,2003
Darling,,United Kingdom,1965
Baby Doll,,United States,1956
Windy Day,,United States,1968
Celebration&CM^ The,,Denmark,1998
Man Push Cart,,United States,2005
Band of Outsiders,,France,1964
Cheat&CM^ The,,United States,1931
Sally’s Beauty Spot,,Canada,1990
Bluebeard’s Eighth Wife,,United States,1938
Hard Way&CM^ The,,United States,1943
Forbidden City&CM^ USA,,United States,1989
Nationtime,,United States,1972
Creepy,,Japan,2016
Home from the Hill,,United States,1960
Boomerang!,,United States,1947
Lord Shango,,United States,1975
Out-of-Towners&CM^ The,,United States,1970
Ears&CM^ Nose and Throat,,United States,2016
Western,,Germany,2017
No Man’s Land,,Bosnia and Herzegovina,2001
Companeros,,Italy,1970
Be Pretty and Shut Up!,,France,1976
Moloka‘i Bound,,United States,2019
Riffraff,,United States,1936
No Maps on My Taps,,United States,1979
Painting&CM^ The,,France,2011
Big Steal&CM^ The,,United States,1949
Porto of My Childhood,,France; Portugal,2001
Journey from the Fall,,United States,2006
Bandini,,India,1963
Suzy,,United States,1936
Othello,,Italy; United States,1952
Bringing Up Baby,,United States,1938
12 Angry Men,,United States,1957
Mommie Dearest,,United States,1981
Woman Like Eve&CM^ A,,Netherlands,1979
King of Pigs&CM^ The,,South Korea,2011
Thou Wast Mild and Lovely,,United States,2014
Fluid Frontiers,,Canada; United States,2017
Seventh Victim&CM^ The,,United States,1943
Cigarette&CM^ The,,France,1919
Other People,,United States,2018
Stories We Tell,,Canada,2012
Personal Property,,United States,1937
Last Waltz&CM^ The,,United States,1978
Sand Island Story&CM^ The,,United States,1981
Trip to the Moon&CM^ A,,France,1902
Shaft’s Big Score!,,United States,1972
Brick,,United States,2005
Becoming Box&CM^ The,,United States,2011
Vacation from Marriage,,United Kingdom,1945
Action in the North Atlantic,,United States,1943
After Hours,,United States,1985
Talk of the Town&CM^ The,,United States,1942
Kunįkága Remembers Red Banks&CM^ Kunįkága Remembers the Welcome Song,,United States,2014
This Day and Age,,United States,1933
Loose Corner,,United States,1986
Odyssey&CM^ The,,United Kingdom,2012
In Paris Parks,,United States,1954
Goodbye CP,,Japan,1972
When We Were Kings,,United States,1996
What We Left Unfinished,,Afghanistan; Qatar; United States,2019
Hallelujah,,United States,1929
Do bigha zamin,,India,1953
